,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
953,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036239,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Benjamin Reinhardt, MD - , , Outpatient Clinics | University of Utah Health",75,648,,0,0,,0,0,,0,"Benjamin Reinhardt, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036239&name=benjamin-reinhardt,,,,,,26443,123,7.433,3,,9,2,0,0.05,38,24,0,13,11,0,,,,,6e6527cc8ea30b7bc147fcd65b6576cb,0.157,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036239,2022-01-31 15:42:04
954,https://healthcare.utah.edu/orthopaedics/specialties/hip-pain/periacetabular-osteotomy.php,text/html; charset=UTF-8,200,OK,Indexable,,Periacetabular Osteotomy (PAO): Hip Surgery | University of Utah Health,71,639,"For patients with hip pain symptoms that don't improve, doctors may recommend PAO. PAO cuts and repositions your bone to realign your hip and reduce pain. Find out more about PAO hip surgery and recovery.",204,1307,,0,0,,0,Periacetabular Osteotomy (PAO),30,,0,What Is a Periacetabular Osteotomy?,35,Find a Hip Specialist,21,"index,follow",,,,,,,,,57266,1222,14.632,3,,18,4,0,0.1,70,43,0,12,11,0,,,,,adcc7405d6497de158841d9ffe90fef2,0.188,,,,,1.1,https://healthcare.utah.edu/orthopaedics/specialties/hip-pain/periacetabular-osteotomy.php,2022-01-31 15:42:04
955,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0100686,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Janice C. Palumbos, MS, CGC - Genetic Counselor , Pediatric Genetics , Pediatrics | University of Utah Health",109,969,"Janice Palumbos received her masters degree in Genetic Counseling from the University of California, Irvine in 1983.  She did her undergraduate degree at Corne",159,1000,,0,0,,0,"Janice C. Palumbos, MS, CGC",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?name=janice-c-palumbos&physicianID=u0100686,,,,,,30966,565,16.321,3,,9,2,0,0.05,38,25,0,13,11,0,,,,,a70b92779ec344ef68a38247d1bda681,0.131,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0100686,2022-01-31 15:42:05
956,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0281594,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Stacy T. Vroman, PA - Family Medicine , Physician Assistant , Community Physician Group | University of Utah Health",115,1037,,0,0,,0,0,,0,"Stacy T. Vroman, PA",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0281594&name=stacy-t-vroman,,,,,,31039,263,9.161,3,,9,2,0,0.05,39,25,0,12,10,0,,,,,c08d167e3b0f99a7069d9e211734885f,0.096,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0281594,2022-01-31 15:42:05
957,https://healthcare.utah.edu/patient-family-services/pdfs/patient-medical-information-release-7-2019_2.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,91543,0,0.0,3,,5,4,0,0.1,0,0,0,0,0,0,,,,,,0.111,"Tue, 25 Jan 2022 19:47:56 GMT",,,,1.1,https://healthcare.utah.edu/patient-family-services/pdfs/patient-medical-information-release-7-2019_2.pdf,2022-01-31 15:42:05
958,https://healthcare.utah.edu/the-scope/shows.php?shows=0_0se89nvp,text/html; charset=utf-8,500,Internal Server Error,Non-Indexable,Server Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,24,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,0.778,,,,,1.1,https://healthcare.utah.edu/the-scope/shows.php?shows=0_0se89nvp,2022-01-31 15:42:05
959,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003315,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Michelle M. Bittle, MD - Radiology , , Radiology and Imaging Sciences | University of Utah Health",97,849,,0,0,,0,0,,0,"Michelle M. Bittle, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003315&name=michelle-m-bittle,,,,,,27916,195,9.191,3,,9,2,0,0.05,39,25,0,11,10,0,,,,,3aac329809c66fff8969100c486586bf,0.453,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003315,2022-01-31 15:42:06
960,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0649470,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Emily Grange, AGACNP-BC, DNP - General Internal Medicine , Nurse Practitioner , Internal Medicine | University of Utah Health",125,1123,Emily Grange is a Nurse Practitioner with the Supportive and Palliative Care Service at the University of Utah and Huntsman Cancer Hospital. She is board certi,159,991,,0,0,,0,"Emily Grange, AGACNP-BC, DNP",28,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0649470&name=emily-grange,,,,,,27811,335,11.678,3,,10,2,0,0.05,39,25,0,12,10,0,,,,,9db1d5a006699d81a4046879de71357d,0.211,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0649470,2022-01-31 15:42:06
961,https://healthcare.utah.edu/fertility/treatments/male-fertility-drugs.php,text/html; charset=UTF-8,200,OK,Indexable,,Fertility Pills for Men & Medication Monitoring | University of Utah Health,75,633,"To treat male infertility, we use the following medications: Clomiphene citrate or Clomid, which is used off-label for male treatment as it is FDA-approved only for use in women, Anastrazole or arimidex, and hCG or hMG.",219,1347,,0,0,,0,Male Fertility Drugs,20,,0,Treating Male Infertility Through Hormones,42,Find a Fertility Specialist,27,"index,follow",,,,,,,,,59455,1443,17.33,3,,21,4,0,0.1,71,44,0,13,12,0,,,,,b7c5b54bc20ff8c178fe9ee61d0888c8,0.087,,,,,1.1,https://healthcare.utah.edu/fertility/treatments/male-fertility-drugs.php,2022-01-31 15:42:07
962,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0186069,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Kathleen K. Boynton, MD - Endoscopy , Gastroenterology , Internal Medicine | University of Utah Health",102,907,"Kathleen Boynton, M.D. received her medical degree from the University of Florida.  She also served as an Intern, Resident, and Chief Resident while in Florida.",160,989,,0,0,,0,"Kathleen K. Boynton, MD",23,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0186069&name=kathleen-k-boynton,,,,,,56177,1066,14.33,3,,9,2,0,0.05,56,38,0,17,15,0,,,,,8e18f74ca6cbef550fb0c2a1ed29209f,0.113,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0186069,2022-01-31 15:42:07
963,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0855764,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Kailey Jones, PT - Physical Therapy , , Therapy Services | University of Utah Health",84,736,,0,0,,0,0,,0,"Kailey Jones, PT",16,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0855764&name=kailey-jones,,,,,,25264,120,7.332,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,783887c91ddabd85f5ba39e4bb6dd23a,0.128,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0855764,2022-01-31 15:42:07
964,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6005971,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Thomas C. Sorensen, DDS, MS - Dentistry , , Dentistry | University of Utah Health",81,718,,0,0,,0,0,,0,"Thomas C. Sorensen, DDS, MS",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6005971&name=thomas-c-sorensen,,,,,,28340,221,9.774,3,,9,2,0,0.05,36,23,0,15,12,0,,,,,c23d535b4c6568c25756b7d0b6748e7e,0.574,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6005971,2022-01-31 15:42:07
965,http://healthcare.utah.edu/general-surgery/colorectal/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,348,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.266,,https://healthcare.utah.edu/general-surgery/colorectal/,HTTP Redirect,,1.1,http://healthcare.utah.edu/general-surgery/colorectal/,2022-01-31 15:42:08
966,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0866411,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Lisa S. Anderson, SLP - Speech Pathology , , Therapy Services | University of Utah Health",89,794,,0,0,,0,0,,0,"Lisa S. Anderson, SLP",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0866411&name=lisa-s-anderson,,,,,,25294,121,7.327,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,87a5490d8c8d1e652d00ec36c11441a8,0.134,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0866411,2022-01-31 15:42:08
967,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0428060,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.628,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0428060&name=rachel-webb,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0428060,2022-01-31 15:41:54
968,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0824618,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Sara Stern, MD - Pediatric Rheumatology , , Pediatrics | University of Utah Health",82,713,Dr. Sara Stern received her medical degree from Albert Einstein College of Medicine. She then completed her residency and a clinical fellowship in pediatric rh,159,979,,0,0,,0,"Sara Stern, MD",14,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0824618&name=sara-stern,,,,,,31060,431,14.401,3,,9,2,0,0.05,37,24,0,13,11,0,,,,,5b7facca541955288a33226fa78c4eaa,0.11,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0824618,2022-01-31 15:42:08
969,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6016619,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Tracy I. George, MD - Hematopathology , Pathology, Clinical , Pathology | University of Utah Health",99,869,Dr. George is the President and Chief Medical Officer at ARUP Laboratories and a professor of pathology at the University of Utah School of Medicine. She comple,160,1012,,0,0,,0,"Tracy I. George, MD",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6016619&name=tracy-i-george,,,,,,30499,568,16.442,3,,10,2,0,0.05,38,24,0,11,10,0,,,,,19435bb8de9b0d7e38d386c832dd3301,0.119,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6016619,2022-01-31 15:42:09
970,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0191415,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Margaret Rosati Allen, MS, CNM - Women's Health , OB/GYN Nurse Practitioner , Nursing | University of Utah Health",113,1028,"Peggy, a California native, is an Assistant Clinical Professor with the University of Utah graduate Nurse-Midwifery and Women's Health Nurse-Practitioner progr",159,989,,0,0,,0,"Margaret Rosati Allen, MS, CNM",30,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0191415&name=margaret-rosati-allen,,,,,,31283,645,17.094,3,,9,2,0,0.05,40,26,0,12,10,0,,,,,af6cd8f6f957f599a7f895fbace035b5,0.112,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0191415,2022-01-31 15:42:09
971,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031629,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Eduard Gappmaier, PT, PhD - Physical Therapy , , Physical Therapy and Athletic Training | University of Utah Health",115,1028,,0,0,,0,0,,0,"Eduard Gappmaier, PT, PhD",25,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031629&name=eduard-gappmaier,,,,,,27730,203,9.158,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,e41b34ff1f844bf96e56495cb80d7d7,0.122,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031629,2022-01-31 15:42:09
972,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0993542,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Audrey J. Mallon, PT - Physical Therapy , , Therapy Services | University of Utah Health",88,771,,0,0,,0,0,,0,"Audrey J. Mallon, PT",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0993542&name=audrey-j-mallon,,,,,,27399,133,7.558,3,,9,2,0,0.05,41,26,0,12,10,0,,,,,6ddb46d7b89b093da0f7bea7dbda4926,0.17,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0993542,2022-01-31 15:42:09
973,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0714246,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Kajsa E. Affolter, MD - Pathology, Anatomical , , Pathology | University of Utah Health",87,745,,0,0,,0,0,,0,"Kajsa E. Affolter, MD",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0714246&name=kajsa-e-affolter,,,,,,31792,629,16.837,3,,10,2,0,0.05,37,23,0,23,22,0,,,,,57aed027b7ce8ac56cfde43ac54c80ca,0.132,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0714246,2022-01-31 15:42:09
974,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0066348,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jeffery M. Smith, PA-C - Family Medicine , Physician Assistant , Community Physician Group | University of Utah Health",118,1054,,0,0,,0,0,,0,"Jeffery M. Smith, PA-C",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0066348&name=jeffery-m-smith,,,,,,25868,126,7.373,3,,10,2,0,0.05,39,24,0,11,10,0,,,,,2a3c0933d96e890832929a02a8c0d7be,0.125,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0066348,2022-01-31 15:42:10
975,https://healthcare.utah.edu/cardiovascular/imaging/vascular-diagnostic-lab.php,text/html; charset=UTF-8,200,OK,Indexable,,"Vascular Diagnostic Lab, Cardiovascular Center | University of Utah Health",74,657,"At the Cardiovascular Center, our lab allows heart (cardiovascular) imaging specialists to take images of the heart and veins. These imaging studies help specialists diagnose heart and vein conditions. Please contact us for any additional information you may need.",264,1635,,0,0,,0,Vascular Diagnostic Lab,23,,0,Diagnosing Cardiovascular Conditions Through Imaging,52,Find a Cardiovascular Imaging Specialist,40,"index,follow",,,,,,,,,39340,561,11.973,3,,16,5,0,0.13,52,32,0,11,10,0,,,,,16da66a26cf5ea4a976445d2ff42392b,0.108,,,,,1.1,https://healthcare.utah.edu/cardiovascular/imaging/vascular-diagnostic-lab.php,2022-01-31 15:42:10
976,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0103700,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Shelly J. Reed, APRN - OB/Gyn, General , , OB Services | University of Utah Health",82,735,,0,0,,0,0,,0,"Shelly J. Reed, APRN",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0103700&name=shelly-j-reed,,,,,,26951,158,8.176,3,,9,2,0,0.05,39,25,0,11,10,0,,,,,a1ac6e28312bd61aded636b49c72618,0.123,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0103700,2022-01-31 15:42:10
977,https://healthcare.utah.edu/orthopaedics/specialties/foot-injury-when-to-see-doctor.php,text/html; charset=UTF-8,200,OK,Indexable,,Foot Injuries: When to See a Doctor | University of Utah Health,63,548,"If you're suffering from foot pain, whether it's from a foot injury like plantar fasciitis or just normal wear and tear, come see our orthopedic specialists. They will provide you with exceptional care and support. We are here to effectively treat and relieve your foot pain.",275,1635,,0,0,,0,Foot Injuries: When to See a Doctor,35,,0,When to See a Doctor for a Foot Injury,38,When to Go to Urgent Care or the ER for a Foot Injury,53,"index,follow",,,,,,,,,46504,1051,15.1,3,,16,2,0,0.05,63,40,0,12,11,0,,,,,828810a305d34790a7d703733732e7cf,2.058,,,,,1.1,https://healthcare.utah.edu/orthopaedics/specialties/foot-injury-when-to-see-doctor.php,2022-01-31 15:42:09
978,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6037540,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Matthew McGady, PA-C - Physician Assistant , Respiratory Critical Care , Internal Medicine | University of Utah Health",118,1034,,0,0,,0,0,,0,"Matthew McGady, PA-C",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6037540&name=matthew-mcgady,,,,,,26378,127,7.509,3,,10,2,0,0.05,38,24,0,11,10,0,,,,,59a4789c31240ddae19dffb09a96ce11,0.128,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6037540,2022-01-31 15:42:11
979,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0144214,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jessiann Andrus, PA-C - Neurosurgery , , Neurosurgery | University of Utah Health",81,726,,0,0,,0,0,,0,"Jessiann Andrus, PA-C",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0144214&name=jessiann-andrus,,,,,,26178,124,7.601,3,,9,2,0,0.05,39,25,0,11,10,0,,,,,d3b8a60dd609413b3a3c72e665f0f342,0.115,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0144214,2022-01-31 15:42:11
980,http://healthcare.utah.edu/patient-family-services/derechos-paciente/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,363,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.241,,https://healthcare.utah.edu/patient-family-services/derechos-paciente/,HTTP Redirect,,1.1,http://healthcare.utah.edu/patient-family-services/derechos-paciente/,2022-01-31 15:42:11
981,https://healthcare.utah.edu/womenshealth/gynecology/birth-control.php,text/html; charset=UTF-8,200,OK,Indexable,,Birth Control | University of Utah Health,41,346,"At University of Utah Health, gynecology, family medicine, primary care and OB/GYN providers can help you find a safe and effective birth control method that fits your lifestyle.",178,1084,,0,0,,0,Birth Control,13,Birth Control,13,What Is Birth Control?,22,Talking to Your Provider about Birth Control,44,"index,follow",,,,,,,,,80421,2334,18.899,3,,38,21,0,0.54,67,38,0,12,11,0,,,,,b614c8b88348cfd0c5a47ed0ef14eb25,1.783,,,,,1.1,https://healthcare.utah.edu/womenshealth/gynecology/birth-control.php,2022-01-31 15:42:10
982,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0946366,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Kelly McGuire Trythall, PA-C - General Otolaryngology ENT , Physician Assistant , Surgery | University of Utah Health",117,1034,Ms. McGuire is originally from a small town in southern Indiana.  Her undergraduate training was completed at Purdue University where she received a bachelor�,158,993,,0,0,,0,"Kelly McGuire Trythall, PA-C",28,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0946366&name=kelly-mcguire-trythall,,,,,,65608,1435,15.285,3,,9,2,0,0.05,50,33,0,12,10,0,,,,,4b0ed8023dcc003fda0fa12a422db577,0.136,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0946366,2022-01-31 15:42:12
983,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003321,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Erick B. Gerday, MD - Neonatology , , Pediatrics | University of Utah Health",76,658,,0,0,,0,0,,0,"Erick B. Gerday, MD",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003321&name=erick-b-gerday,,,,,,26030,124,7.582,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,993b5c9931669c0ccdd76625693a335,0.106,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003321,2022-01-31 15:42:12
984,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0502648,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Chelsea Reopelle, OT - Occupational Therapy , , Therapy Services | University of Utah Health",92,823,,0,0,,0,0,,0,"Chelsea Reopelle, OT",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0502648&name=chelsea-reopelle,,,,,,25290,120,7.388,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,c05ab4dfa1ceef5e485dd19955b46dba,0.108,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0502648,2022-01-31 15:42:13
985,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0759175,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.508,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0759175&name=peng-li,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0759175,2022-01-31 15:41:59
986,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025573,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.54,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025573&name=ashley-jensen,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6025573,2022-01-31 15:42:00
987,https://healthcare.utah.edu/foundation_boiler/img/mychart-white.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,13972,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.439,,,,,1.1,https://healthcare.utah.edu/foundation_boiler/img/mychart-white.png,2022-01-31 15:42:14
