,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
641,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/CT,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,14,8,0,2.5,0,0,0,0,0,0,,,,,,0.125,,,,,1.1,0,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/CT,2021-11-29 14:58:14
642,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/AlbanianF6304_Summary_of_FAP_and_Application_0620.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,599285,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.328,"Thu, 16 Jul 2020 18:36:46 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/AlbanianF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:58:14
643,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/hutchisonrobert.ashx?h=133&w=100&hash=4E2258EF7032515A197F3E179C11B799,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,1.138,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/hutchisonrobert.ashx?h=133&w=100&hash=4E2258EF7032515A197F3E179C11B799,2021-11-29 14:58:13
644,https://www.ynhh.org/psychiatric/find-a-location,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,19,6,0,1.88,0,0,0,0,0,0,,,,,,0.127,,,,,1.1,0,https://www.ynhh.org/psychiatric/find-a-location,2021-11-29 14:58:14
645,https://www.ynhh.org/careers/career-areas/non-clinical-professionals,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,8,4,0,1.25,0,0,0,0,0,0,,,,,,0.111,,,,,1.1,0,https://www.ynhh.org/careers/career-areas/non-clinical-professionals,2021-11-29 14:58:14
646,https://www.ynhh.org/smilow/patients-visitors/going-home,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,58,27,0,8.44,0,0,0,0,0,0,,,,,,0.13,,,,,1.1,0,https://www.ynhh.org/smilow/patients-visitors/going-home,2021-11-29 14:58:14
647,https://www.ynhh.org/services/aging,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.117,,,,,1.1,0,https://www.ynhh.org/services/aging,2021-11-29 14:58:15
648,https://www.ynhh.org/news/rhode-island-department-of-health-covid-vaccination-posting-requirement,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.117,,,,,1.1,0,https://www.ynhh.org/news/rhode-island-department-of-health-covid-vaccination-posting-requirement,2021-11-29 14:58:15
649,https://www.ynhh.org/childrens-hospital/services/transplantation.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.12,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/transplantation.aspx,2021-11-29 14:58:15
650,https://www.ynhh.org/-/media/Files/YNHH/PDF/Annual-Report/YNHH_Annual_Report_2020.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,4,4,0,1.25,0,0,0,0,0,0,,,,,,0.173,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHH/PDF/Annual-Report/YNHH_Annual_Report_2020.ashx,2021-11-29 14:58:15
651,https://www.ynhh.org/news-media/patient-stories/all-stories,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | All Patient Stories,43,380,,0,0,,0,All Patient Stories,19,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,120073,1931,11.582,2,,27,11,0,3.44,206,93,0,80,32,0,,,,,7b0a06534a648e2718c35eb9a938db27,0.696,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/all-stories,2021-11-29 14:58:14
652,https://www.ynhh.org/services/hematology/Adult-Sickle-Cell-Clinic,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,1,0,0.31,0,0,0,0,0,0,,,,,,0.123,,,,,1.1,0,https://www.ynhh.org/services/hematology/Adult-Sickle-Cell-Clinic,2021-11-29 14:58:15
653,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/tricia.ashx?mh=380&mw=380&hash=C26A4B4A4A683CCCB9EA61D22FDA7B98,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.132,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/tricia.ashx?mh=380&mw=380&hash=C26A4B4A4A683CCCB9EA61D22FDA7B98,2021-11-29 14:58:15
654,https://www.ynhh.org/-/media/Images/Heros/imp/hero_kulkarni.ashx?mh=295&mw=1440&hash=19863723378DEF4CB85E499928A80118,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.135,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/imp/hero_kulkarni.ashx?mh=295&mw=1440&hash=19863723378DEF4CB85E499928A80118,2021-11-29 14:58:15
655,https://www.ynhh.org/childrens-hospital/patients-visitors/patient-rights-responsibilities,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,94,45,0,14.06,0,0,0,0,0,0,,,,,,0.373,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/patients-visitors/patient-rights-responsibilities,2021-11-29 14:58:15
656,https://www.ynhh.org/news-media/patient-stories/jeffreys-story,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.119,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/jeffreys-story,2021-11-29 14:58:15
657,https://www.ynhh.org/locations/guilford-111-goose-lane-diagnostic-radiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,3,0,0.94,0,0,0,0,0,0,,,,,,0.129,,,,,1.1,0,https://www.ynhh.org/locations/guilford-111-goose-lane-diagnostic-radiology,2021-11-29 14:58:15
658,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/lauren.ashx?mh=380&mw=380&hash=162267430EE2A3912860703C17CC893C,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,31745,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.322,"Thu, 30 Jul 2015 09:03:30 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/lauren.ashx?mh=380&mw=380&hash=162267430EE2A3912860703C17CC893C,2021-11-29 14:58:15
659,https://www.ynhh.org/EditorPage.aspx?da=core&id={6DF08A5E-96BD-48F2-A54F-5753E71CE2DD}&ed=FIELD2267689150&vs&la=en&fld={B15E14DA-6FAD-453D-A3A9-2A722CB6865A}&so&di=0&hdl=H2267690509&mo&pe=0&fbd=1,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.128,,,,,1.1,0,https://www.ynhh.org/EditorPage.aspx?da=core&id=%7B6DF08A5E-96BD-48F2-A54F-5753E71CE2DD%7D&ed=FIELD2267689150&vs&la=en&fld=%7BB15E14DA-6FAD-453D-A3A9-2A722CB6865A%7D&so&di=0&hdl=H2267690509&mo&pe=0&fbd=1,2021-11-29 14:58:15
660,https://www.ynhh.org/news/margaret-gilshannon-named-deputy-director-for-finance-and-administration-at-yale-cancer-center,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Margaret Gilshannon named Deputy Director for Finance & Administration at Yale Cancer Center,92,848,"Margaret Gilshannon, MHA, has been appointed Deputy Director for Finance & Administration at Yale Cancer Center. Gilshannon joined Yale Cancer Center last year as Senior Director of Finance & Administration, while also leading the Integrated Business Operations for the Department of Pathology at Yale School of Medicine.",321,2035,"appointment, yale cancer center, finance, administration",56,Margaret Gilshannon named Deputy Director for Finance & Administration at Yale Cancer Center,92,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,88147,1041,10.046,3,,6,2,0,0.63,173,69,0,98,41,0,,,,,5a450e70e0fcb78e1d030f750608191f,0.61,,,,,1.1,0,https://www.ynhh.org/news/margaret-gilshannon-named-deputy-director-for-finance-and-administration-at-yale-cancer-center,2021-11-29 14:58:15
661,https://www.ynhh.org/international-medicine-program/faq.aspx,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Hospital | International Medicine Program | Frequently Asked Questions,85,779,Find answers and general information quickly about  our International Medical Program,85,531,"International Medical Program, International Patients, International Center, Multilingual Patients, International Patient Services, International Services, International Medical Services, Frequently Asked Questions",214,Frequently Asked Questions,26,,0,International Medicine Program Frequently Asked Questions,57,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,104362,2432,17.03,3,,6,3,0,0.94,185,74,0,89,38,0,,,,,f453746d71f302df45d8881a6f2052e,0.404,,,,,1.1,0,https://www.ynhh.org/international-medicine-program/faq.aspx,2021-11-29 14:58:16
662,https://www.ynhh.org/services/respiratory-care/pulmonary-function-testing,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,7,3,0,0.94,0,0,0,0,0,0,,,,,,0.164,,,,,1.1,0,https://www.ynhh.org/services/respiratory-care/pulmonary-function-testing,2021-11-29 14:58:17
663,https://www.ynhh.org/childrens-hospital/Back-to-School/recognizing-covid-19-symptoms-in-children,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,6,3,0,0.94,0,0,0,0,0,0,,,,,,0.127,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/Back-to-School/recognizing-covid-19-symptoms-in-children,2021-11-29 14:58:17
664,https://www.ynhh.org/medical-professionals/gme/resources/support-services,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Support Services,16,151,,0,0,,0,Support Services for the GME Community,38,,0,GME Hotline,11,Other Important Phone Numbers,29,,,,https://www.ynhh.org/,,,,,,88079,1112,10.481,3,,11,3,0,0.94,192,75,0,83,35,0,,,,,8c4baee18a2387c2d2fb8b10754cebdf,1.396,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/resources/support-services,2021-11-29 14:58:16
665,https://www.ynhh.org/childrens-hospital/about/hospital-overview,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.125,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/about/hospital-overview,2021-11-29 14:58:18
666,https://www.ynhh.org/locations/stamford-260-long-ridge-rd-medical-center,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Long Ridge Medical Center - Yale New Haven Health,49,467,"At Long Ridge Medical Center in Stamford you will find a range of coordinated services delivered by expert teams of clinicians entirely committed to your care. Greenwich Hospital and Yale Medicine offer specialty care for orthopedics, neurology, rheumatology, along with physical and occupational therapy. Northeast Medical Group internal medicine physicians offers primary care services for adults.",399,2474,"outpatient, medical services, internal medicine, orthopedics, neurology, rheumatology, physiatry, yale medicine, rehabilitation, occupational therapy, physical ltherapy",168,Long Ridge Medical Center,25,,0,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,102427,1364,10.63,3,,8,2,0,0.63,176,68,0,85,34,0,,,,,c61f60281b53c2f02042e1640076ee6d,0.515,,,,,1.1,0,https://www.ynhh.org/locations/stamford-260-long-ridge-rd-medical-center,2021-11-29 14:58:17
667,https://www.ynhh.org/-/media/Images/Icons/Adobe_PDF_file_icon_24x24.ashx?la=en&hash=53D435A4F35F727B70579C8C35FDF6C3,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,584,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.2,"Thu, 05 Nov 2020 14:13:44 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Icons/Adobe_PDF_file_icon_24x24.ashx?la=en&hash=53D435A4F35F727B70579C8C35FDF6C3,2021-11-29 14:58:18
668,https://www.ynhh.org/-/media/Images/Locations/newhaven150sargentdriveblood.ashx?mh=200&mw=200&hash=C39CE382EDCB05584BE3E82330655D5F,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/newhaven150sargentdriveblood.ashx?mh=200&mw=200&hash=C39CE382EDCB05584BE3E82330655D5F,2021-11-29 14:58:18
669,https://www.ynhh.org/-/media/Images/People/ynhh_clin_past_Ed-MaryBrown.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.17,,,,,1.1,0,https://www.ynhh.org/-/media/Images/People/ynhh_clin_past_Ed-MaryBrown.ashx,2021-11-29 14:58:18
670,https://www.ynhh.org/videos/julias-story-epilepsy-center,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.116,,,,,1.1,0,https://www.ynhh.org/videos/julias-story-epilepsy-center,2021-11-29 14:58:18
671,https://www.ynhh.org/childrens-hospital/services/gastroenterology-hepatology.aspx,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Digestive Disorders (Gastroenterology & Hepatology),51,466,"Yale New Haven Children's Hospital's Gastroenterology and Hepatology Program is dedicated to providing comprehensive diagnostic and therapeutic services for children from infancy to adolescence with complex gastrointestinal disorders of the esophagus, stomach, intestines, liver and pancreas",291,1839,"gastroenterology, hepatology, therapeutic services, esophagus, stomach, intestines, liver, pancreas",99,Digestive Disorders (Gastroenterology & Hepatology),51,,0,Pediatric Gastroenterology,26,Pediatric Hepatology,20,,,,https://www.ynhh.org/,,,,,,91310,926,8.783,3,,5,2,0,0.63,170,65,0,66,28,0,,,,,41e7671263b70f6246c479548604a052,0.35,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/gastroenterology-hepatology.aspx,2021-11-29 14:58:18
672,https://www.ynhh.org/locations/east-haven-556-main-street-diagnostic-radiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,3,0,0.94,0,0,0,0,0,0,,,,,,0.129,,,,,1.1,0,https://www.ynhh.org/locations/east-haven-556-main-street-diagnostic-radiology,2021-11-29 14:58:18
673,https://www.ynhh.org/locations/new-haven-330-orchard-street,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Blood Draw Station - Outpatient Diagnostic Testing Center,57,512,"Yale New Haven Hospital provides comprehensive, blood draw services directly to patients in Connecticut and also provides reference laboratory services to hospitals, large practices and institutions throughout New England and, for highly specialized services, across the United States.",285,1772,,0,Blood Draw Station - New Haven - Outpatient Diagnostic Testing Center,69,Blood Draw Station - New Haven - Outpatient Diagnostic Testing Center,69,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,88893,875,8.492,3,,6,2,0,0.63,172,66,0,80,32,0,,,,,1f4cddd89adb155331ef03d1eeb4ea74,0.564,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-330-orchard-street,2021-11-29 14:58:18
674,https://www.ynhh.org/locations/new-haven-1-long-wharf-drive,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Children's Hospital - Pediatric Specialty Center - New Haven - Long Wharf,88,804,The Pediatric Specialty Center at One Long Wharf offers outpatient services with a focus on multidisciplinary care.,115,711,,0,Yale New Haven Children's Hospital - Pediatric Specialty Center - New Haven - Long Wharf,88,Yale New Haven Children's Hospital - Pediatric Specialty Center - New Haven - Long Wharf,88,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,92175,972,8.902,3,,7,3,0,0.94,198,89,0,80,32,0,,,,,ee44f4d4e0652178d9429b8738eda53d,0.499,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-1-long-wharf-drive,2021-11-29 14:58:18
675,https://www.ynhh.org/smilow/patients-visitors/patient-rights-responsibilities/your-privacy,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,5,2,0,0.63,0,0,0,0,0,0,,,,,,0.148,,,,,1.1,0,https://www.ynhh.org/smilow/patients-visitors/patient-rights-responsibilities/your-privacy,2021-11-29 14:58:19
676,https://www.ynhh.org/-/media/Images/Locations/new-haven/NewHaven330OrchardSt.ashx?mh=200&mw=200&hash=938111D359BC10429F72A754F6E9D91A,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,80688,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.272,"Fri, 23 Oct 2020 20:02:15 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/new-haven/NewHaven330OrchardSt.ashx?mh=200&mw=200&hash=938111D359BC10429F72A754F6E9D91A,2021-11-29 14:58:19
677,https://www.ynhh.org/locations/east-haven-556-main-street-blood,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Blood Draw Station - East Haven Main Street,43,394,"Yale New Haven Hospital provides comprehensive, blood draw services directly to patients in Connecticut and also provides reference laboratory services to hospitals, large practices and institutions throughout New England and, for highly specialized services, across the United States.",285,1772,,0,Blood Draw Station - East Haven Main Street,43,Blood Draw Station - East Haven Main Street,43,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,86661,622,6.796,3,,6,2,0,0.63,172,66,0,80,32,0,,,,,b68caf7c946a2a40394643478d8e84f4,0.369,,,,,1.1,0,https://www.ynhh.org/locations/east-haven-556-main-street-blood,2021-11-29 14:58:19
678,https://www.ynhh.org/-/media/Images/Publications/Auxiliary-News/summer2018/aux_Summer2018_presidents_300.ashx?mh=380&mw=380&hash=5462F52EAD305481AC32045C51E281AE,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,137648,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.323,"Tue, 11 Sep 2018 18:31:05 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Publications/Auxiliary-News/summer2018/aux_Summer2018_presidents_300.ashx?mh=380&mw=380&hash=5462F52EAD305481AC32045C51E281AE,2021-11-29 14:58:20
679,https://www.ynhh.org/services/respiratory-care/pulmonary-hypertension,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,7,3,0,0.94,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/services/respiratory-care/pulmonary-hypertension,2021-11-29 14:58:20
680,https://www.ynhh.org/videos/cha-quality-and-safety,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.117,,,,,1.1,0,https://www.ynhh.org/videos/cha-quality-and-safety,2021-11-29 14:58:20
681,https://www.ynhh.org/-/media/Images/Locations/673SouthMainCheshire.ashx?mh=200&mw=200&hash=9FB31BDC146B7DF03E520625934E62E5,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.142,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/673SouthMainCheshire.ashx?mh=200&mw=200&hash=9FB31BDC146B7DF03E520625934E62E5,2021-11-29 14:58:20
682,https://www.ynhh.org/publications/auxiliary-news/summer2018,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Auxiliary News | Summer 2018,28,271,The Newsletter of Yale New Haven Hospital Auxiliary - Summer 2018,65,426,"auxiliary, newslettter, summer 2018",35,Summer 2018,11,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,90692,838,8.069,3,,17,5,0,1.56,201,79,0,80,32,0,,,,,c421d4476b239915c2d1cd751a3321cd,0.484,,,,,1.1,0,https://www.ynhh.org/publications/auxiliary-news/summer2018,2021-11-29 14:58:19
683,https://www.ynhh.org/news-media/patient-stories/advanced-care-hernia-patient,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.141,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/advanced-care-hernia-patient,2021-11-29 14:58:20
684,https://www.ynhh.org/-/media/Images/Locations/OldSaybrook.ashx?mh=442&mw=1440&hash=C2B3DEA4A7FA58E476B0E4EFAA48A911,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.128,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/OldSaybrook.ashx?mh=442&mw=1440&hash=C2B3DEA4A7FA58E476B0E4EFAA48A911,2021-11-29 14:58:20
685,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A{8D09A135-271E-46F2-9136-DE264C1A8140}%40en,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,,,,,,None,0,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A%7B8D09A135-271E-46F2-9136-DE264C1A8140%7D%40en,2021-11-29 14:58:20
686,https://www.ynhh.org/publications/medical-staff-bulletin/february-2019,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Medical Staff Bulletin | February-March 2019,44,393,Medical Staff Bulletin | February-March 2019 | Integrated Care Models,69,435,Medical Staff Bulletin,22,Medical Staff Bulletin,22,,0,February-March 2019,19,Navigating increased patient acuity and length of stay,54,,,,https://www.ynhh.org/,,,,,,125085,5085,28.075,3,,34,7,0,2.19,215,77,0,81,33,0,,,,,4aa0c33facf748953fbf90ae6e3e8f73,0.413,,,,,1.1,0,https://www.ynhh.org/publications/medical-staff-bulletin/february-2019,2021-11-29 14:58:20
