,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
196,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UCSF-School-of-medicine-1_0.jpg?h=6eb229a4&itok=W5sMIku0,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,65844,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.511,"Thu, 04 Nov 2021 01:22:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UCSF-School-of-medicine-1_0.jpg?h=6eb229a4&itok=W5sMIku0,2022-02-04 10:28:19
197,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/UC-Davis-Health---coronavirus-research.jpg?h=10d202d3&itok=rOLhZ64c,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,51531,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.377,"Fri, 05 Nov 2021 23:18:29 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/UC-Davis-Health---coronavirus-research.jpg?h=10d202d3&itok=rOLhZ64c,2022-02-04 10:28:20
198,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Johnese_Spisso.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,34565,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.776,"Wed, 03 Nov 2021 15:38:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Johnese_Spisso.jpg,2022-02-04 10:28:20
199,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-report-on-affiliation-impacts-may-2020-final.jpg?itok=kaIvxGss,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,16761,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.288,"Fri, 05 Nov 2021 07:39:27 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-report-on-affiliation-impacts-may-2020-final.jpg?itok=kaIvxGss,2022-02-04 10:28:21
200,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UCLA-Health-AHC-1_0.jpg?itok=46fKHrxM,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,15240,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.177,"Thu, 04 Nov 2021 15:53:09 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UCLA-Health-AHC-1_0.jpg?itok=46fKHrxM,2022-02-04 10:28:21
201,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/Values-accountability-2018_09_12_UCLA_Med_Day1-13.jpeg?h=f5c0b9b9&itok=PaDZ4QSM,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,66964,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.148,"Wed, 03 Nov 2021 17:07:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/Values-accountability-2018_09_12_UCLA_Med_Day1-13.jpeg?h=f5c0b9b9&itok=PaDZ4QSM,2022-02-04 10:28:21
202,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/1280_0U1etXB02vXE.jpg?h=10d202d3&itok=jEr73Fng,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,32367,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.281,"Wed, 03 Nov 2021 16:05:57 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/1280_0U1etXB02vXE.jpg?h=10d202d3&itok=jEr73Fng,2022-02-04 10:28:22
203,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCH-Cancer-Types-Treated-Infographic%20%281%29.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,751334,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.218,"Wed, 03 Nov 2021 15:38:21 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCH-Cancer-Types-Treated-Infographic%20%281%29.png,2022-02-04 10:28:22
204,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-06/UCR_SOM_Gets_High_Marks_for_Diversity_in_USNWR_Rankings%20_2021-2022_1.jpg?h=35d27844&itok=u3LcG2V9,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,78473,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.293,"Wed, 03 Nov 2021 20:32:59 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-06/UCR_SOM_Gets_High_Marks_for_Diversity_in_USNWR_Rankings%20_2021-2022_1.jpg?h=35d27844&itok=u3LcG2V9,2022-02-04 10:28:22
206,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Associate-Vice-President-Operations-Finance-Zoanne-Nelson.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,167581,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.098,"Wed, 03 Nov 2021 15:38:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Associate-Vice-President-Operations-Finance-Zoanne-Nelson.jpg,2022-02-04 10:28:22
207,https://health.universityofcalifornia.edu/sites/default/files/inline-images/200919-COVID19MoveIn131-UCSanDiego-ErikJepsenDSC_2122_0.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,269051,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.364,"Fri, 19 Nov 2021 02:29:38 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/200919-COVID19MoveIn131-UCSanDiego-ErikJepsenDSC_2122_0.jpg,2022-02-04 10:28:23
209,https://health.universityofcalifornia.edu/about-us/using-analytics-drive-decisions,text/html; charset=UTF-8,200,OK,Indexable,,Using Analytics to Drive Decisions | University of California Health,68,579,University of California Health physicians and researchers at our six academic health centers track and exchange data to improve health across California.,154,959,,0,Using Analytics to Drive Decisions,34,Interior Menu,13,Looking at Large Sets of Data,29,,,,https://health.universityofcalifornia.edu/about-us/using-analytics-drive-decisions,,,,,,53538,1333,19.879,2,,35,19,0,12.42,111,51,0,14,13,0,,,,,560104a62df3e2110229d2e45fa007cd,0.381,,,,,1.1,https://health.universityofcalifornia.edu/about-us/using-analytics-drive-decisions,2022-02-04 10:28:24
210,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Patty_Maysent.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,34266,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.117,"Wed, 03 Nov 2021 15:38:09 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Patty_Maysent.jpg,2022-02-04 10:28:25
211,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-11/uc-student-on-campus.jpeg?h=c9f93661&itok=1ouXnkS2,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,68493,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.397,"Fri, 19 Nov 2021 02:15:56 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-11/uc-student-on-campus.jpeg?h=c9f93661&itok=1ouXnkS2,2022-02-04 10:28:25
212,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/uch-medical-professionals.jpeg?h=f7291879&itok=TPCRGv3z,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,39019,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.228,"Wed, 03 Nov 2021 16:28:42 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/uch-medical-professionals.jpeg?h=f7291879&itok=TPCRGv3z,2022-02-04 10:28:25
213,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Mazziotta-John135x200_0.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,24279,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.126,"Wed, 03 Nov 2021 15:38:19 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Mazziotta-John135x200_0.jpg,2022-02-04 10:28:25
214,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/public-health-hero.jpg?h=10d202d3&itok=LoNgwz5A,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,64992,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.125,"Thu, 04 Nov 2021 07:42:41 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/public-health-hero.jpg?h=10d202d3&itok=LoNgwz5A,2022-02-04 10:28:25
215,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UC-Berkeley-School-of-Public-Health-Berkeley-Way-West-Exterior_0.jpg?h=6eb229a4&itok=rbGcJpRx,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,65991,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.159,"Thu, 04 Nov 2021 10:20:12 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UC-Berkeley-School-of-Public-Health-Berkeley-Way-West-Exterior_0.jpg?h=6eb229a4&itok=rbGcJpRx,2022-02-04 10:28:25
216,https://health.universityofcalifornia.edu/reports/uc-accountability-report-2020,text/html; charset=UTF-8,200,OK,Indexable,,UC Accountability Report 2020  | University of California Health,64,550,,0,0,,0,UC Accountability Report 2020 ,30,,0,,0,,,,https://health.universityofcalifornia.edu/reports/uc-accountability-report-2020,,,,,,35721,145,5.676,2,,5,3,0,1.96,70,43,0,15,14,0,,,,,834c2c1dca82f7751cf26f2dfb2cf2ad,0.556,,,,,1.1,https://health.universityofcalifornia.edu/reports/uc-accountability-report-2020,2022-02-04 10:28:25
218,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/accountability-report-2020-image.jpg?itok=KmIpMouo,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19861,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.298,"Fri, 05 Nov 2021 08:29:21 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/accountability-report-2020-image.jpg?itok=KmIpMouo,2022-02-04 10:28:26
219,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Chad_T_Lefteris.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,22614,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.114,"Wed, 03 Nov 2021 15:38:08 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Chad_T_Lefteris.jpg,2022-02-04 10:28:26
221,https://health.universityofcalifornia.edu/reports/medical-centers-report-fy-2019-2020,text/html; charset=UTF-8,200,OK,Indexable,,Medical Centers Report FY 2019-2020  | University of California Health,70,618,,0,0,,0,Medical Centers Report FY 2019-2020 ,36,,0,,0,,,,https://health.universityofcalifornia.edu/reports/medical-centers-report-fy-2019-2020,,,,,,35842,131,5.426,2,,5,3,0,1.96,70,43,0,15,14,0,,,,,558daa577cbf1623b95fae6ff7e7b68d,0.224,,,,,1.1,https://health.universityofcalifornia.edu/reports/medical-centers-report-fy-2019-2020,2022-02-04 10:28:27
222,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart-patient%20complexity-CMI.png?itok=qAVCs27o,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19520,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.245,"Wed, 03 Nov 2021 22:55:40 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart-patient%20complexity-CMI.png?itok=qAVCs27o,2022-02-04 10:28:27
223,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCSD-School-Pharmacy-1.jpg?h=6eb229a4&itok=rJey4OLI,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,52851,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.283,"Wed, 03 Nov 2021 17:22:23 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCSD-School-Pharmacy-1.jpg?h=6eb229a4&itok=rJey4OLI,2022-02-04 10:28:27
226,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Brad_Simmons.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,500060,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.107,"Wed, 03 Nov 2021 15:38:19 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Brad_Simmons.jpg,2022-02-04 10:28:28
227,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/NonDiscrimination_ucla_day2_UCOP-87_ppt.jpeg?h=a1f525db&itok=oN7T34Ln,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,50990,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.213,"Thu, 04 Nov 2021 14:57:12 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/NonDiscrimination_ucla_day2_UCOP-87_ppt.jpeg?h=a1f525db&itok=oN7T34Ln,2022-02-04 10:28:28
228,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Founding-Dean-Cheryl-Anderson-Herbert-Wertheim-School.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,69441,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.111,"Wed, 03 Nov 2021 15:38:19 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Founding-Dean-Cheryl-Anderson-Herbert-Wertheim-School.jpg,2022-02-04 10:28:28
229,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-04/UC-Davis-Vet-School-4_0.jpg?h=10d202d3&itok=vZmuuKjn,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,59875,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.184,"Wed, 03 Nov 2021 16:18:59 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-04/UC-Davis-Vet-School-4_0.jpg?h=10d202d3&itok=vZmuuKjn,2022-02-04 10:28:28
231,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-06/2018_04_13_UCSF_day2-14.jpeg?h=9eb0d413&itok=L73Nt4nd,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,49124,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.144,"Thu, 04 Nov 2021 00:16:43 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-06/2018_04_13_UCSF_day2-14.jpeg?h=9eb0d413&itok=L73Nt4nd,2022-02-04 10:28:28
232,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UCSF-Health-AHC.jpg?itok=C_ycyaY6,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11510,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.154,"Thu, 04 Nov 2021 15:53:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UCSF-Health-AHC.jpg?itok=C_ycyaY6,2022-02-04 10:28:28
233,https://health.universityofcalifornia.edu/sites/default/files/inline-images/HillcrestMedCntr-USNWR%231Banner-Ext.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,16581326,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.257,"Wed, 03 Nov 2021 15:38:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/HillcrestMedCntr-USNWR%231Banner-Ext.jpg,2022-02-04 10:28:28
234,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UCI-Health-AHC.jpg?itok=fAMpeoqh,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,10798,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.425,"Thu, 04 Nov 2021 15:53:09 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UCI-Health-AHC.jpg?itok=fAMpeoqh,2022-02-04 10:28:28
235,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UC-dei-health-sciences.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1271545,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.323,"Wed, 03 Nov 2021 15:38:15 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UC-dei-health-sciences.jpg,2022-02-04 10:28:28
236,https://health.universityofcalifornia.edu/sites/default/files/inline-images/covid-patients.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,124788,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.224,"Wed, 03 Nov 2021 15:38:23 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/covid-patients.png,2022-02-04 10:28:29
237,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/UC-Davis-Health---Medical-Center-2.jpg?h=6eb229a4&itok=MZkQ7J9q,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,41367,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.202,"Wed, 03 Nov 2021 16:05:49 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/UC-Davis-Health---Medical-Center-2.jpg?h=6eb229a4&itok=MZkQ7J9q,2022-02-04 10:28:29
238,https://health.universityofcalifornia.edu/about-us/improving-access-care,text/html; charset=UTF-8,200,OK,Indexable,,Improving Access to Care | University of California Health,58,503,"Across our academic health centers, University of California Health is continually finding ways to offer more Californians access to quality health care.",153,929,,0,Improving Access to Care,24,Interior Menu,13,"Virtual Care, or Telehealth",27,,,,https://health.universityofcalifornia.edu/about-us/improving-access-care,,,,,,51234,1215,19.491,2,,43,18,0,11.76,111,53,0,16,15,0,,,,,b42637631e7704bdb7a75c4ce528ac5a,0.174,,,,,1.1,https://health.universityofcalifornia.edu/about-us/improving-access-care,2022-02-04 10:28:29
239,https://health.universityofcalifornia.edu/sites/default/files/2021-06/uc-health-sciences-diversity-taskforce-report1.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,4457950,0,0.0,2,,1,1,0,0.65,0,0,0,0,0,0,,,,,,0.418,"Wed, 03 Nov 2021 15:37:54 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/2021-06/uc-health-sciences-diversity-taskforce-report1.pdf,2022-02-04 10:28:29
240,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/clinic_instruments_opt.jpg?itok=HvQaJTAT,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11934,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.208,"Wed, 03 Nov 2021 15:57:03 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/clinic_instruments_opt.jpg?itok=HvQaJTAT,2022-02-04 10:28:30
241,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/Values-integrity-2018_08_23_UCSD_Medical_Day1-131.jpeg?h=9eb0d413&itok=JKafIkJT,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,36253,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.23,"Wed, 03 Nov 2021 22:13:37 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/Values-integrity-2018_08_23_UCSD_Medical_Day1-131.jpeg?h=9eb0d413&itok=JKafIkJT,2022-02-04 10:28:31
242,https://health.universityofcalifornia.edu/sites/default/files/inline-images/california-map_4.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,29395,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.125,"Wed, 03 Nov 2021 15:38:27 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/california-map_4.png,2022-02-04 10:28:31
243,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Vice-President-Cathryn-Nation-MD-Health-Sciences.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,10072325,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.112,"Wed, 03 Nov 2021 15:38:09 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Vice-President-Cathryn-Nation-MD-Health-Sciences.jpg,2022-02-04 10:28:32
244,https://health.universityofcalifornia.edu/sites/default/files/inline-images/garfin-web.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,64956,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.14,"Wed, 03 Nov 2021 15:38:22 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/garfin-web.jpg,2022-02-04 10:28:32
245,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/twitter-virus.gif?h=c673cd1c&itok=f43O301R,image/gif,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,78211,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.162,"Wed, 03 Nov 2021 16:28:43 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/twitter-virus.gif?h=c673cd1c&itok=f43O301R,2022-02-04 10:28:32
246,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/olabisi.jpg?h=297b06b7&itok=wS4rNa7E,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,27852,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.309,"Wed, 03 Nov 2021 16:28:42 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/olabisi.jpg?h=297b06b7&itok=wS4rNa7E,2022-02-04 10:28:31
248,https://health.universityofcalifornia.edu/reports/systemwide-economic-fiscal-and-social-impact-analysis,text/html; charset=UTF-8,200,OK,Indexable,,"Systemwide Economic, Fiscal and Social Impact Analysis  | University of California Health",89,781,,0,0,,0,"Systemwide Economic, Fiscal and Social Impact Analysis ",55,,0,,0,,,,https://health.universityofcalifornia.edu/reports/systemwide-economic-fiscal-and-social-impact-analysis,,,,,,36206,129,5.466,2,,6,4,0,2.61,70,43,0,14,13,0,,,,,21aaca70c79593df994e89a49a84feed,0.248,,,,,1.1,https://health.universityofcalifornia.edu/reports/systemwide-economic-fiscal-and-social-impact-analysis,2022-02-04 10:28:32
249,https://health.universityofcalifornia.edu/node/586,text/html; charset=UTF-8,200,OK,Indexable,,UCH chart patient complexity-CMI | University of California Health,66,577,,0,0,,0,UCH chart patient complexity-CMI,32,,0,,0,,,,https://health.universityofcalifornia.edu/node/586,,,,,,33829,82,4.919,2,,5,3,0,1.96,70,43,0,10,9,0,,,,,a96024a3f0360de66605ca366ecabb04,0.228,,,,,1.1,https://health.universityofcalifornia.edu/node/586,2022-02-04 10:28:32
250,https://health.universityofcalifornia.edu/node/588,text/html; charset=UTF-8,200,OK,Indexable,,UCH chart hospital admissions | University of California Health,63,550,,0,0,,0,UCH chart hospital admissions,29,,0,,0,,,,https://health.universityofcalifornia.edu/node/588,,,,,,33780,82,4.917,2,,5,3,0,1.96,70,43,0,10,9,0,,,,,cda3ef836aabee3e3763cfbeeb0328f1,0.214,,,,,1.1,https://health.universityofcalifornia.edu/node/588,2022-02-04 10:28:32
251,https://health.universityofcalifornia.edu/node/587,text/html; charset=UTF-8,200,OK,Indexable,,UCH chart hospital inpatient days | University of California Health,67,573,,0,0,,0,UCH chart hospital inpatient days,33,,0,,0,,,,https://health.universityofcalifornia.edu/node/587,,,,,,33897,83,4.912,2,,5,3,0,1.96,70,43,0,10,9,0,,,,,dfe0bc0f8f3aaa6a2a0083402a065f75,0.431,,,,,1.1,https://health.universityofcalifornia.edu/node/587,2022-02-04 10:28:32
